SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL
9902-017A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Muted Coast II Framed Print,Blue,,,,,,,,,,,,,,,, Abstract,,,,,,,,23,,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/1f/ac/e0/65/65e0ac1ff568741c3d213ab4/9902-017A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/32/ac/e0/65/65e0ac32311672674b351f88/9902-017A_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d9/b9/db/65/65dbb9d929799f17bb6f659f/9902-017-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Muted Coast II features fine art cotton rag paper and a 3/4"" distressed white molding and an oyster mat board.",Color/Finish: Blue; Color Details: White Frame; Material: Wood Frame / Matboard / Clear Glass; Style:  Abstract; Collection:  Muted Coast; Shipping Weight: 9.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame / Matboard / Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=719/9902-017A/Muted Coast II Framed Print
9902-017B,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Muted Coast I Framed Print,Blue,,,,,,,,,,,,,,,, Abstract,,,,,,,,23,,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/3f/ac/e0/65/65e0ac3ff568741c3d213ab5/9902-017B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/53/ac/e0/65/65e0ac53d051bcc6a4540dee/9902-017B_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d9/b9/db/65/65dbb9d929799f17bb6f659f/9902-017-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Muted Coast I features fine art cotton rag paper and a 3/4"" distressed white molding and an oyster mat board.",Color/Finish: Blue; Color Details: White Frame; Material: Wood Frame / Matboard / Clear Glass; Style:  Abstract; Collection:  Muted Coast; Shipping Weight: 9.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame / Matboard / Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=718/9902-017B/Muted Coast I Framed Print
9901-917-000,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,Sail Scribble Framed Print s,,,,2,Blue,,,,,,,,,,,,,,,," Coastal, Coastal",,,,,,,,25,,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f0/b1/ba/65/65bab1f0e5939cabd96728c1/9901-917-000.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f0/b1/ba/65/65bab1f0e5939cabd96728b6/9901-917-000_A.jpg?s=1000x',,,,,,,,,,,,,,,"*All framed under glass art is built to order in our warehouse in Bassett, VA. Please allow 4-6 weeks for shipping once your order is received.* Sail Scribble I & II is a two piece set featuring fine art cotton rag paper with a single blue mat and a 3/4"" slate veneer molding. D-ring or sawtooth picture hanging hardware included. Material: Wood, Mat Board, Clear Glass. Made in the USA.","Color/Finish: Blue; Color Details: Brown Frame; Material: Wood Frame/Clear Glass; Style:  Coastal, Coastal; Shipping Method: Small Parcel",,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=752/9901-917-000/Sail Scribble Framed Print s/2
9901-917A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Sail Scribble I Framed Print,Blue,,,,,,,,,,,,,,,," Coastal, Coastal",,,,,,,,25,,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f0/b1/ba/65/65bab1f0e5939cabd96728b5/9901-917A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ef/b1/ba/65/65bab1efe5939cabd96728a6/9901-917A_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f0/b1/ba/65/65bab1f0e5939cabd96728c1/9901-917-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Sail Scribble I features fine art cotton rag paper with a single blue mat and a 3/4"" slate veneer molding.","Color/Finish: Blue; Color Details: Brown Frame; Material: Wood Frame/Clear Glass; Style:  Coastal, Coastal; Collection:  Sail Scribble; Shipping Weight: 13.00 lbs; Shipping Method: Small Parcel",,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=751/9901-917A/Sail Scribble I Framed Print
9901-917B,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Sail Scribble II Framed Print,Blue,,,,,,,,,,,,,,,," Coastal, Coastal",,,,,,,,25,,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ef/b1/ba/65/65bab1efe5939cabd96728a5/9901-917B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ef/b1/ba/65/65bab1efe5939cabd967289d/9901-917B_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f0/b1/ba/65/65bab1f0e5939cabd96728c1/9901-917-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Sail Scribble II features fine art cotton rag paper with a single blue mat and a 3/4"" slate veneer molding.","Color/Finish: Blue; Color Details: Brown Frame; Material: Wood Frame/Clear Glass; Style:  Coastal, Coastal; Collection:  Sail Scribble; Shipping Weight: 13.00 lbs; Shipping Method: Small Parcel",,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=750/9901-917B/Sail Scribble II Framed Print
9901-925-000,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,Vibrato Framed Print s,,,,4,Black,,,,,,,,,,,,,,,, Abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e6/b1/ba/65/65bab1e6e5939cabd96727a7/9901-925-000.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e5/b1/ba/65/65bab1e5e5939cabd967279d/9901-925-000_A.jpg?s=1000x',,,,,,,,,,,,,,,"*All framed under glass art is built to order in our warehouse in Bassett, VA. Please allow 4-6 weeks for shipping once your order is received.* Vibrato is a four piece set featuring fine art cotton rag paper and a 3/4"" white matte molding . D-ring or sawtooth picture hanging hardware included. Material: Wood, Mat Board, Clear Glass. Made in the USA.",Color/Finish: Black; Color Details: White Frame; Material: Wood Frame/Clear Glass; Style:  Abstract; Shipping Weight: 44.00 lbs,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=768/9901-925-000/Vibrato Framed Print s/4
9901-925A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Vibrato IV Framed Print,Black,,,,,,,,,,,,,,,, Abstract,,,,,,,,19,,25,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e5/b1/ba/65/65bab1e5e5939cabd9672798/9901-925A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e5/b1/ba/65/65bab1e5e5939cabd967278e/9901-925A_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e6/b1/ba/65/65bab1e6e5939cabd96727a7/9901-925-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Vibrato IV features fine art cotton rag paper and a 3/4"" white matte molding.",Color/Finish: Black; Color Details: White Frame; Material: Wood Frame/Clear Glass; Style:  Abstract; Collection:  Vibrato; Shipping Weight: 11.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=767/9901-925A/Vibrato IV Framed Print
9901-925B,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Vibrato II Framed Print,Black,,,,,,,,,,,,,,,, Abstract,,,,,,,,19,,25,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e5/b1/ba/65/65bab1e5e5939cabd9672789/9901-925B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e4/b1/ba/65/65bab1e4e5939cabd9672781/9901-925B_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e6/b1/ba/65/65bab1e6e5939cabd96727a7/9901-925-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Vibrato II features fine art cotton rag paper and a 3/4"" white matte molding.",Color/Finish: Black; Color Details: White Frame; Material: Wood Frame/Clear Glass; Style:  Abstract; Collection:  Vibrato; Shipping Weight: 11.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=766/9901-925B/Vibrato II Framed Print
9901-925C,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Vibrato III Framed Print,Black,,,,,,,,,,,,,,,, Abstract,,,,,,,,19,,25,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e4/b1/ba/65/65bab1e4e5939cabd967277d/9901-925C.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e4/b1/ba/65/65bab1e4e5939cabd9672773/9901-925C_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e6/b1/ba/65/65bab1e6e5939cabd96727a7/9901-925-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Vibrato III features fine art cotton rag paper and a 3/4"" white matte molding.",Color/Finish: Black; Color Details: White Frame; Material: Wood Frame/Clear Glass; Style:  Abstract; Collection:  Vibrato; Shipping Weight: 11.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=765/9901-925C/Vibrato III Framed Print
9901-925E,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Vibrato I Framed Print,Black,,,,,,,,,,,,,,,, Abstract,,,,,,,,19,,25,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e4/b1/ba/65/65bab1e4e5939cabd967276d/9901-925E.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e4/b1/ba/65/65bab1e4e5939cabd9672768/9901-925E_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e6/b1/ba/65/65bab1e6e5939cabd96727a7/9901-925-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Vibrato I features fine art cotton rag paper and a 3/4"" white matte molding.",Color/Finish: Black; Color Details: White Frame; Material: Wood Frame/Clear Glass; Style:  Abstract; Collection:  Vibrato; Shipping Weight: 11.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=764/9901-925E/Vibrato I Framed Print
9901-926-000,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,Embellished Scape Framed Print s,,,,2,Brown,,,,,,,,,,,,,,,, Abstract,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e4/b1/ba/65/65bab1e4e5939cabd9672766/9901-926-000.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e3/b1/ba/65/65bab1e3e5939cabd967275a/9901-926-000_A.jpg?s=1000x',,,,,,,,,,,,,,,"*All framed under glass art is built to order in our warehouse in Bassett, VA. Please allow 4-6 weeks for shipping once your order is received.* Embellished Scape is a two piece set featuring fine art cotton rag paper with a single white mat and a 1-3/8"" embossed gold molding . D-ring or sawtooth picture hanging hardware included. Material: Wood, Mat Board, Clear Glass. Made in the USA.",Color/Finish: Brown; Color Details: Brown Frame; Material: Wood Frame/Clear Glass; Style:  Abstract; Collection:  Embellished Scape; Shipping Weight: 38.00 lbs,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=763/9901-926-000/Embellished Scape Framed Print s/2
9901-926A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Embellished Scape II Framed Print,Brown,,,,,,,,,,,,,,,, Abstract,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e3/b1/ba/65/65bab1e3e5939cabd967275b/9901-926A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e3/b1/ba/65/65bab1e3e5939cabd967274d/9901-926A_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e4/b1/ba/65/65bab1e4e5939cabd9672766/9901-926-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Embellished Scape II features fine art cotton rag paper with a single white mat and a 1-3/8"" embossed gold molding .",Color/Finish: Brown; Color Details: Brown Frame; Material: Wood Frame/Clear Glass; Style:  Abstract; Collection:  Embellished Scape; Shipping Weight: 19.00 lbs; Shipping Method: Small Parcel - Oversized,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=762/9901-926A/Embellished Scape II Framed Print
9901-926B,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Embellished Scape I Framed Print,Brown,,,,,,,,,,,,,,,, Abstract,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e2/b1/ba/65/65bab1e2e5939cabd9672749/9901-926B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e2/b1/ba/65/65bab1e2e5939cabd9672744/9901-926B_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e4/b1/ba/65/65bab1e4e5939cabd9672766/9901-926-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Embellished Scape I features fine art cotton rag paper with a single white mat and a 1-3/8"" embossed gold molding.",Color/Finish: Brown; Color Details: Brown Frame; Material: Wood Frame/Clear Glass; Style:  Abstract; Collection:  Embellished Scape; Shipping Weight: 19.00 lbs; Shipping Method: Small Parcel - Oversized,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=761/9901-926B/Embellished Scape I Framed Print
9901-930-000,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,Green Onyx Framed Print s,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e1/b1/ba/65/65bab1e1e5939cabd9672732/9901-930-000.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e1/b1/ba/65/65bab1e1e5939cabd9672720/9901-930-000_A.jpg?s=1000x',,,,,,,,,,,,,,,"*All framed under glass art is built to order in our warehouse in Bassett, VA. Please allow 4-6 weeks for shipping once your order is received.* Green Onyx is a set of two featuring fine art cotton rag paper with a single black mat and a 3/4"" high gloss black molding. D-ring or sawtooth picture hanging hardware included. Material: Wood, Mat Board, Clear Glass. Made in the USA.",Color Details: High Gloss Black; Material: Wood Frame/Clear Glass; Shipping Weight: 40.00 lbs,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=760/9901-930-000/Green Onyx Framed Print s/2
9901-930A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Green Onyx II Framed Print,Green,,,,,,,,,,,,,,,, Abstract,,,,,,,,32,,38,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e1/b1/ba/65/65bab1e1e5939cabd9672717/9901-930A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e0/b1/ba/65/65bab1e0e5939cabd967270b/9901-930A_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e1/b1/ba/65/65bab1e1e5939cabd9672732/9901-930-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Green Onyx II features fine art cotton rag paper with a single black mat and a 3/4"" high gloss black molding.",Color/Finish: Green; Color Details: High Gloss Black Frame; Material: Wood Frame/Matboard/Clear Glass; Style:  Abstract; Collection:  Green Onyx; Shipping Weight: 20.00 lbs; Shipping Method: Small Parcel - Oversized,,,,Wood Frame/Matboard/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=759/9901-930A/Green Onyx II Framed Print
9901-930B,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Green Onyx I Framed Print,Green,,,,,,,,,,,,,,,, Abstract,,,,,,,,32,,38,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e0/b1/ba/65/65bab1e0e5939cabd9672711/9901-930B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e0/b1/ba/65/65bab1e0e5939cabd9672707/9901-930B_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e1/b1/ba/65/65bab1e1e5939cabd9672732/9901-930-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Green Onyx I features fine art cotton rag paper with a single black mat and a 3/4"" high gloss black molding.",Color/Finish: Green; Color Details: High Gloss Black Frame; Material: Wood Frame/Matboard/Clear Glass; Style:  Abstract; Collection:  Green Onyx; Shipping Weight: 20.00 lbs; Shipping Method: Small Parcel - Oversized,,,,Wood Frame/Matboard/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=758/9901-930B/Green Onyx I Framed Print
9901-933-000,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,Quiet Conch In Indigo Framed Print s,,,,4,Blue,,,,,,,,,,,,,,,, Animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/df/b1/ba/65/65bab1dfe5939cabd96726ec/9901-933-000.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/df/b1/ba/65/65bab1dfe5939cabd96726e0/9901-933-000_A.jpg?s=1000x',,,,,,,,,,,,,,,"*All framed under glass art is built to order in our warehouse in Bassett, VA. Please allow 4-6 weeks for shipping once your order is received.* Quiet Conch in Indigo is a set of four featuring fine art cotton rag paper with a single white mat and a 1"" white molding with a champagne  face. D-ring or sawtooth picture hanging hardware included. Material: Wood, Mat Board, Clear Glass. Made in the USA.",Color/Finish: Blue; Color Details: White/Champagne Frame; Material: Wood Frame/Clear Glass; Style:  Animals; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=757/9901-933-000/Quiet Conch In Indigo Framed Print s/4
9901-933A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Quiet Conch In Indigo II Framed Print,Blue,,,,,,,,,,,,,,,, Animals,,,,,,,,23,,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/de/b1/ba/65/65bab1dee5939cabd96726db/9901-933A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/de/b1/ba/65/65bab1dee5939cabd96726d3/9901-933A_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/df/b1/ba/65/65bab1dfe5939cabd96726ec/9901-933-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Quiet Conch in Indigo II features fine art cotton rag paper with a single white mat and a 1"" white molding with a champagne face.",Color/Finish: Blue; Color Details: White/Champagne Frame; Material: Wood Frame/Clear Glass; Style:  Animals; Collection:  Quiet Conchin Indigo; Shipping Weight: 12.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=756/9901-933A/Quiet Conch In Indigo II Framed Print
9901-933B,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Quiet Conch In Indigo III Framed Print,Blue,,,,,,,,,,,,,,,, Animals,,,,,,,,23,,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/de/b1/ba/65/65bab1dee5939cabd96726ca/9901-933B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/de/b1/ba/65/65bab1dee5939cabd96726c7/9901-933B_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/df/b1/ba/65/65bab1dfe5939cabd96726ec/9901-933-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Quiet Conch in Indigo III features fine art cotton rag paper with a single white mat and a 1"" white molding with a champagen face.",Color/Finish: Blue; Color Details: White/Champagne Frame; Material: Wood Frame/Clear Glass; Style:  Animals; Collection:  Quiet Conchin Indigo; Shipping Weight: 12.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=755/9901-933B/Quiet Conch In Indigo III Framed Print
