SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL
9901-933C,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Quiet Conch In Indigo IV Framed Print,Blue,,,,,,,,,,,,,,,, Animals,,,,,,,,23,,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/de/b1/ba/65/65bab1dee5939cabd96726bf/9901-933C.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/dd/b1/ba/65/65bab1dde5939cabd96726b7/9901-933C_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/df/b1/ba/65/65bab1dfe5939cabd96726ec/9901-933-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Quiet Conch in Indigo IV features fine art cotton rag paper with a single white mat and a 1"" white molding with a champagne face.",Color/Finish: Blue; Color Details: White/Champagne Frame; Material: Wood Frame/Clear Glass; Style:  Animals; Collection:  Quiet Conchin Indigo; Shipping Weight: 12.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=754/9901-933C/Quiet Conch In Indigo IV Framed Print
9901-933E,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Quiet Conch In Indigo I Framed Print,Blue,,,,,,,,,,,,,,,, Animals,,,,,,,,23,,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/dd/b1/ba/65/65bab1dde5939cabd96726b5/9901-933E.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/dd/b1/ba/65/65bab1dde5939cabd96726ae/9901-933E_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/df/b1/ba/65/65bab1dfe5939cabd96726ec/9901-933-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Quiet Conch in Indigo I features fine art cotton rag paper with a single white mat and a 1"" white molding with a champagne  face.",Color/Finish: Blue; Color Details: White/Champagne Frame; Material: Wood Frame/Clear Glass; Style:  Animals; Collection:  Quiet Conchin Indigo; Shipping Weight: 12.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=753/9901-933E/Quiet Conch In Indigo I Framed Print
9901-941B,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Cobalt Blossom II Framed Print,Blue,,,,,,,,,,,,,,,, Botanicals,,,,,,,,32,,32,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d8/b1/ba/65/65bab1d8e5939cabd9672616/9901-941B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d7/b1/ba/65/65bab1d7e5939cabd967260a/9901-941B_A.jpg?s=1000x',,,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Cobalt Blossom II features fine art cotton rag paper with a blue mat and a 1"" champagne and white molding.",Color/Finish: Blue; Color Details: Champagne/White Frame; Material: Wood Frame/Matboard/Clear Glass; Style:  Botanicals; Shipping Weight: 16.00 lbs; Shipping Method: Small Parcel - Oversized,,,,Wood Frame/Matboard/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=749/9901-941B/Cobalt Blossom II Framed Print
9901-942-000,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,Peony Profusion Framed Print s,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d7/b1/ba/65/65bab1d7e5939cabd9672609/9901-942-000.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d7/b1/ba/65/65bab1d7e5939cabd96725fd/9901-942-000_A.jpg?s=1000x',,,,,,,,,,,,,,,"*All framed under glass art is built to order in our warehouse in Bassett, VA. Please allow 4-6 weeks for shipping once your order is received.* Peony Profusion is a two piece set featuring fine art cotton rag paper with a graphite mat and a 1"" gold molding. D-ring or sawtooth picture hanging hardware included. Material: Wood, Mat Board, Clear Glass. Made in the USA.",Color Details: Gold; Material: Wood Frame/Clear Glass; Shipping Weight: 34.00 lbs,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=748/9901-942-000/Peony Profusion Framed Print s/2
9901-942A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Peony Profusion I Framed Print,Gray,,,,,,,,,,,,,,,, Botanicals,,,,,,,,28,,38,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d7/b1/ba/65/65bab1d7e5939cabd96725fa/9901-942A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d6/b1/ba/65/65bab1d6e5939cabd96725f0/9901-942A_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d7/b1/ba/65/65bab1d7e5939cabd9672609/9901-942-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Peony Profusion I features fine art cotton rag paper with a graphite mat and a 1"" gold molding.",Color/Finish: Gray; Color Details: Gold Frame; Material: Wood Frame/Matboard/Clear Glass; Style:  Botanicals; Collection:  Peony Profusion; Shipping Weight: 17.00 lbs; Shipping Method: Small Parcel - Oversized,,,,Wood Frame/Matboard/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=747/9901-942A/Peony Profusion I Framed Print
9901-942B,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Peony Profusion II Framed Print,Gray,,,,,,,,,,,,,,,, Botanicals,,,,,,,,28,,38,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d6/b1/ba/65/65bab1d6e5939cabd96725ee/9901-942B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d6/b1/ba/65/65bab1d6e5939cabd96725df/9901-942B_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d7/b1/ba/65/65bab1d7e5939cabd9672609/9901-942-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Peony Profusion II features fine art cotton rag paper with a graphite mat and a 1"" gold molding.",Color/Finish: Gray; Color Details: Gold Frame; Material: Wood Frame/Matboard/Clear Glass; Style:  Botanicals; Collection:  Peony Profusion; Shipping Weight: 17.00 lbs; Shipping Method: Small Parcel - Oversized,,,,Wood Frame/Matboard/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=746/9901-942B/Peony Profusion II Framed Print
9901-957-000,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,Elephant Grooves Framed Print s,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ce/b1/ba/65/65bab1cee5939cabd9672516/9901-957-000.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ce/b1/ba/65/65bab1cee5939cabd967250b/9901-957-000_A.jpg?s=1000x',,,,,,,,,,,,,,,"*All framed under glass art is built to order in our warehouse in Bassett, VA. Please allow 4-6 weeks for shipping once your order is received.* Elephant Grooves is a two piece set featuring fine art cotton rag paper with a single oxford gray mat and a 3-1/4"" slate veneer molding. D-ring or sawtooth picture hanging hardware included. Material: Wood, Mat Board, Clear Glass. Made in the USA.",Color Details: Slate Veneer; Material: Wood Frame/Clear Glass; Shipping Weight: 34.00 lbs,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=745/9901-957-000/Elephant Grooves Framed Print s/2
9901-957A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Elephant Grooves I Framed Print,Brown,,,,,,,,,,,,,,,, Botanicals,,,,,,,,33,,33,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/cf/b1/ba/65/65bab1cfe5939cabd967252f/9901-957A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/cd/b1/ba/65/65bab1cde5939cabd96724fd/9901-957A_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ce/b1/ba/65/65bab1cee5939cabd9672516/9901-957-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Elephant Grooves I features fine art cotton rag paper with a single oxford gray mat and a 3-1/4"" slate veneer molding.",Color/Finish: Brown; Color Details: Brown Frame; Material: Wood Frame/Matboard/Clear Glass; Style:  Botanicals; Collection:  Elephant Grooves; Shipping Weight: 17.00 lbs; Shipping Method: Small Parcel - Oversized,,,,Wood Frame/Matboard/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=744/9901-957A/Elephant Grooves I Framed Print
9901-957B,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Elephant Grooves II Framed Print,Gray,,,,,,,,,,,,,,,, Animals,,,,,,,,33,,33,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/cd/b1/ba/65/65bab1cde5939cabd96724f9/9901-957B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/cd/b1/ba/65/65bab1cde5939cabd96724f0/9901-957B_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ce/b1/ba/65/65bab1cee5939cabd9672516/9901-957-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Elephant Grooves II features fine art cotton rag paper with a single oxford gray mat and a 3-1/4"" slate veneer molding.",Color/Finish: Gray; Color Details: Gray Frame; Material: Wood Frame/Matboard/Clear Glass; Style:  Animals; Collection:  Elephant Grooves; Shipping Weight: 17.00 lbs; Shipping Method: Small Parcel - Oversized,,,,Wood Frame/Matboard/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=743/9901-957B/Elephant Grooves II Framed Print
9901-958A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Bamat Sunset I Framed Print,Blue,,,,,,,,,,,,,,,, Farmhouse,,,,,,,,37,,27,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/cc/b1/ba/65/65bab1cce5939cabd96724e0/9901-958A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/cc/b1/ba/65/65bab1cce5939cabd96724d4/9901-958A_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/cd/b1/ba/65/65bab1cde5939cabd96724ed/9901-958-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Barn at Sunset I features fine art cotton rag paper with a single mat and a 2"" rustic Beachwood molding.",Color/Finish: Blue; Color Details: Rustic Beachwood Frame; Material: Wood Frame/Matboard/Clear Glass; Style:  Farmhouse; Collection:  Bamat Sunset; Shipping Weight: 17.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Matboard/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=742/9901-958A/Bamat Sunset I Framed Print
9901-962B,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Coco Watercolor Palm II Framed Print,Green,,,,,,,,,,,,,,,," Botanicals, Coastal",,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ca/b1/ba/65/65bab1cae5939cabd96724ad/9901-962B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ca/b1/ba/65/65bab1cae5939cabd96724a3/9901-962B_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/cb/b1/ba/65/65bab1cbe5939cabd96724ca/9901-962-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Coco Watercolor Palm II features fine art cotton rag paper with a single green mat and a 1"" weathered white molding.","Color/Finish: Green; Color Details: Weathered White Frame; Material: Wood Frame/Clear Glass; Style:  Botanicals, Coastal; Collection:  Coco Watercolor Palm; Shipping Weight: 18.00 lbs; Shipping Method: Small Parcel - Oversized",,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=736/9901-962B/Coco Watercolor Palm II Framed Print
9901-963,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Sea Gaze I Framed Print,,,,,,,,,,,,,,,,,,,,,,,,,34,,26,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c9/b1/ba/65/65bab1c9e5939cabd967249c/9901-963.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c9/b1/ba/65/65bab1c9e5939cabd9672491/9901-963_A.jpg?s=1000x',,,,,,,,,,,,,,,,Color Details: White; Material: Wood Frame/Clear Glass; Shipping Weight: 14.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=735/9901-963/Sea Gaze I Framed Print
9901-844E,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Tropical Lines IV Framed Print,Black,,,,,,,,,,,,,,,, Botanicals,,,,,,,,22,,26,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/28/b2/ba/65/65bab228e5939cabd9672f09/9901-844E.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/88/93/e7/65/65e79388f7b219a225cfdd93/9901-844E_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/2b/b2/ba/65/65bab22be5939cabd9672f5b/9901-844-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Tropical Lines IV features a matt paper print with a single black mat and a 5/8"" molding.",Color/Finish: Black; Color Details: Silver Frame; Material: Wood Frame/Clear Glass; Style:  Botanicals; Collection:  Tropical Lines; Shipping Weight: 11.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=797/9901-844E/Tropical Lines IV Framed Print
9901-845A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Floral Entanglement I Framed Print,Blue,,,,,,,,,,,,,,,, Botanicals,,,,,,,,26,,32,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/26/b2/ba/65/65bab226e5939cabd9672ed9/9901-845A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/26/b2/ba/65/65bab226e5939cabd9672ed7/9901-845A_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/26/b2/ba/65/65bab226e5939cabd9672ed6/9901-845A_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/27/b2/ba/65/65bab227e5939cabd9672ee6/9901-845-000.jpg?s=1000x',,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Floral Entanglement I a features fine art cotton rag paper with a single gray mat and a 1-5/8"" dark pewter distressed molding.",Color/Finish: Blue; Color Details: Distr Dk. Pewter Frame; Material: Wood Frame/Clear Glass; Style:  Botanicals; Collection:  Floral Entanglement; Shipping Weight: 14.00 lbs; Shipping Method: Small Parcel,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=796/9901-845A/Floral Entanglement I Framed Print
9901-847-000,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,Eye of Peony Framed Print s,,,,2,Gold,,,,,,,,,,,,,,,, Botanicals,,,,,,,,32,,32,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d6/b9/db/65/65dbb9d629799f17bb6f6579/9901-847-000.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0f/2e/29/66/66292e0f76ca7a4b79e587ba/9901-847-000_B.jpg?s=1000x',,,,,,,,,,,,,,,"*All framed under glass art is built to order in our warehouse in Bassett, VA. Please allow 4-6 weeks for shipping once your order is received.* Eye of Peony is a set of two that features a matt paper print with a single taupe mat and a 1"" ribbed gold molding. D-ring or sawtooth picture hanging hardware included. Material: Wood, Mat Board, Clear Glass. Made in the USA.",Color/Finish: Gold; Color Details: Natural Wood Frame; Material: Wood Frame/Clear Glass; Style:  Botanicals,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=791/9901-847-000/Eye of Peony Framed Print s/2
9901-847A,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Wall Decor,Framed Prints,,,,,Eye of Peony I Framed Print,Gold,,,,,,,,,,,,,,,, Botanicals,,,,,,,,32,,32,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e7/28/b3/65/65b328e7fcf9112120268cb9/860c36248ae75c82e13b2296709b7426d9ed3ef5-full[1].jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/22/2e/29/66/66292e22c0a71fa0e57dbef9/9901-847A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d6/b9/db/65/65dbb9d629799f17bb6f6579/9901-847-000.jpg?s=1000x',,,,,,,,,,,,,"Made in the USA, this framed art piece is custom-built at our warehouse in Bassett, VA, This hand built art piece requires up to six weeks for shipping, No assembly required, simply mount to wall, Hanging hardware included","Eye of Peony I features a matt paper print with a single taupe mat and a 1"" ribbed gold molding.",Color/Finish: Gold; Color Details: Natural Wood Frame; Material: Wood Frame/Clear Glass; Style:  Botanicals; Collection:  Eye of Peony; Shipping Weight: 16.00 lbs; Shipping Method: Small Parcel - Oversized,,,,Wood Frame/Clear Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=790/9901-847A/Eye of Peony I Framed Print
